"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"JHX","James Hardie Industries plc.","18.38","8115213288.84","n/a","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/jhx",
"JHG","Janus Henderson Group plc","35.18","7050287934.84","n/a","2017","Finance","Investment Managers","https://www.nasdaq.com/symbol/jhg",
"JOF","Japan Smaller Capitalization Fund Inc","12.27","347656867.11","n/a","1990","n/a","n/a","https://www.nasdaq.com/symbol/jof",
"JBGS","JBG SMITH Properties","32.98","3890225388.86","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/jbgs",
"JELD","JELD-WEN Holding, Inc.","33.54","3535590356.22","n/a","2017","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/jeld",
"JCAP","Jernigan Capital, Inc.","17.14","244621514.38","n/a","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/jcap",
"JCAP^B","Jernigan Capital, Inc.","24.4","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jcap^b",
"JT","Jianpu Technology Inc.","7.46","1236245388.4","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jt",
"JKS","JinkoSolar Holding Company Limited","18.37","597879535.66","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","5.26","112883729.1","n/a","2007","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","25.5129","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jmpb",
"JMPD","JMP Group LLC","24.45","0","n/a","2017","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jmpd",
"JBT","John Bean Technologies Corporation","120.75","3811805812.5","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","39.02","727173208.2","n/a","1994","n/a","n/a","https://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","16.81","205160485.89","n/a","2011","n/a","n/a","https://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","14.59","169923675.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","16.99","147932354.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","19.77","420460372.92","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","20.01","520325112.54","n/a","2002","n/a","n/a","https://www.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","17.23","544071451.55","n/a","2003","n/a","n/a","https://www.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","14.9","719633048","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","21.64","765730556.04","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","9.65","106369016.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","129.91","349005819695.5","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","37.98","35174151540","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/jci",
"JONE","Jones Energy, Inc.","0.9564","93796604.0352","n/a","2013","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/jone",
"JLL","Jones Lang LaSalle Incorporated","159.1","7218974284.7","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/jll",
"JMEI","Jumei International Holding Limited","2.91","435645292.26","n/a","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/jmei",
"JNPR","Juniper Networks, Inc.","26.03","9500950000","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","18.45","595691164.8","n/a","2015","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","4.9","719811685.6","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/je",
"JE^A","Just Energy Group, Inc.","23.11","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/je^a",
"LRN","K12 Inc","15.28","632819091.36","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","98.5","1084221118.5","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","3.6","283115905.2","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/kdmn",
"KAMN","Kaman Corporation","62.72","1744567650.56","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/kamn",
"KSU","Kansas City Southern","107.17","11044254740.68","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","26.24","0","n/a","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/ksu^",
"KS","KapStone Paper and Packaging Corporation","34.75","3375571215","n/a","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/ks",
"KAR","KAR Auction Services, Inc","50.87","6880925615.61","n/a","2009","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/kar",
"KED","Kayne Anderson Energy Development Company","16.89","181724222.31","n/a","2006","n/a","n/a","https://www.nasdaq.com/symbol/ked",
"KYE","Kayne Anderson Energy Total Return Fund, Inc.","9.78","358619201.4","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/kye",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","13.42","295698561.4","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/kmf",
"KYN","Kayne Anderson MLP Investment Company","17.74","2032573184.1","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/kyn",
"KYN^F","Kayne Anderson MLP Investment Company","25.2","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kyn^f",
"KB","KB Financial Group Inc","59.94","24036147032.76","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/kb",
"KBH","KB Home","30.19","2627987120.35","n/a","1986","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","17.78","2490615448.02","n/a","2006","Basic Industries","Military/Government/Technical","https://www.nasdaq.com/symbol/kbr",
"KAP","KCAP Financial, Inc.","25.605","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kap",
"FRAC","Keane Group, Inc.","14.95","1671876081.2","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/frac",
"K","Kellogg Company","68.26","23581958856.88","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/k",
"KEM","Kemet Corporation","18.07","1022858295.03","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/kem",
"KMPA","Kemper Corporation","25.87","0","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kmpa",
"KMPR","Kemper Corporation","56.8","2926120728","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","44.65","3642252979.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","16.95","2566991817.75","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/kw",
"KEN","Kenon Holdings Ltd.","31.15","1673367627.05","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/ken",
"KEG","Key Energy Services, Inc.","13.39","269271360.15","n/a","2016","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/keg",
"KEY","KeyCorp","20.53","21948294520","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","27.9","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/key^i",
"KEYS","Keysight Technologies Inc.","45.57","8544918558.96","n/a","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/keys",
"KRC","Kilroy Realty Corporation","66.89","6603462940.92","n/a","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/krc",
"KRP","Kimbell Royalty Partners","18.9","312035201.1","n/a","2017","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","112.81","39563176010.85","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","14.99","6380439236.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/kim",
"KIM^I","Kimco Realty Corporation","25.23","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^i",
"KIM^J","Kimco Realty Corporation","23.52","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^j",
"KIM^K","Kimco Realty Corporation","23.77","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^k",
"KIM^L","Kimco Realty Corporation","21.85","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^l",
"KIM^M","Kimco Realty Corporation","22.23","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kim^m",
"KMI","Kinder Morgan, Inc.","16.66","36753070955.44","n/a","2011","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/kmi",
"KMI^A","Kinder Morgan, Inc.","34.3284","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kmi^a",
"KND","Kindred Healthcare, Inc.","9.05","710317676.05","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/knd",
"KFS","Kingsway Financial Services, Inc.","4.95","117121232.25","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/kfs",
"KGC","Kinross Gold Corporation","3.63","4526735028.09","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","75.5","4507123500","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/kex",
"KL","Kirkland Lake Gold Ltd.","15.91","3356133104.44","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/kl",
"KRG","Kite Realty Group Trust","15.02","1255763141.36","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/krg",
"KKR","KKR & Co. L.P.","21.78","10401526806.66","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. L.P.","26.32","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. L.P.","26.24","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kkr^b",
"KIO","KKR Income Opportunities Fund","15.76","320563364.4","n/a","2013","n/a","n/a","https://www.nasdaq.com/symbol/kio",
"KREF","KKR Real Estate Finance Trust Inc.","19.63","1053845187.2","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/kref",
"KMG","KMG Chemicals, Inc.","59.86","920188811.14","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/kmg",
"KNX","Knight Transportation, Inc.","47.83","8510566001.2","n/a","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","22.14","1092606254.64","n/a","2004","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","20.5","608728927","n/a","2013","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","14.51","1298521244.21","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/kn",
"KSS","Kohl&#39;s Corporation","64.75","10878309958.25","n/a","1992","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","38.76","36312732360","n/a","n/a","Energy","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/phg",
"KOP","Koppers Holdings Inc.","40.8","846414808.8","n/a","2006","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","15.22","19541386503.88","n/a","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KF","Korea Fund, Inc. (The)","40.89","233281825.23","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kf",
"KFY","Korn/Ferry International","42.31","2391060883.62","n/a","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/kfy",
"KOS","Kosmos Energy Ltd.","5.64","2195964252.96","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/kos",
"KRA","Kraton Corporation","43.71","1367953448.91","n/a","2009","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/kra",
"KR","Kroger Company (The)","27.22","23990668032.68","n/a","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","23.76","2753833848.48","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/kro",
"KT","KT Corporation","13.4","6565240032.4","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"KYO","Kyocera Corporation","57.43","21117477905.9","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/kyo",
"LB","L Brands, Inc.","48.12","13582600317.24","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/lb",
"SCX","L.S. Starrett Company (The)","8.495","59632946.15","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/scx",
"LLL","L3 Technologies, Inc.","212.02","16567698643","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/lll",
"LQ","La Quinta Holdings Inc.","19.23","2236912558.38","n/a","2014","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/lq",
"LH","Laboratory Corporation of America Holdings","171.21","17429178000","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","14.66","1623565298.84","n/a","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ladr",
"LW","Lamb Weston Holdings, Inc.","53.75","7859544568.75","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lw",
"LCI","Lannett Co Inc","16.55","626311580","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lci",
"LPI","Laredo Petroleum, Inc.","8.46","2051844771.78","n/a","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","72.95","57665516729.5","n/a","2004","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/lvs",
"LHO","LaSalle Hotel Properties","24.76","2803618872.8","n/a","1998","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/lho",
"LHO^I","LaSalle Hotel Properties","24.25","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lho^i",
"LHO^J","LaSalle Hotel Properties","24.02","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lho^j",
"LTM","LATAM Airlines Group S.A.","16.56","10042111396.08","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ltm",
"LDF","Latin American Discovery Fund, Inc. (The)","12.79","85942993.34","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldf",
"LGI","Lazard Global Total Return and Income Fund","18.32","175967941.84","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","53.18","6378698180.12","n/a","2005","Finance","Investment Managers","https://www.nasdaq.com/symbol/laz",
"LOR","Lazard World Dividend & Income Fund, Inc.","11.79","81117357.57","n/a","2005","n/a","n/a","https://www.nasdaq.com/symbol/lor",
"LZB","La-Z-Boy Incorporated","31.1","1471574156.7","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/lzb",
"LCII","LCI Industries ","111.45","2779604570.85","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/lcii",
"LFGR","Leaf Group Ltd.","7.8","162557881.2","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/lfgr",
"LEA","Lear Corporation","189.17","12659280992.1","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","2.55","145559247.9","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/lee",
"LGC","Legacy Acquisition Corp.","9.54","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/lgc",
"LGC.U","Legacy Acquisition Corp.","n/a","0","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/lgc.u",
"LGC.WS","Legacy Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lgc.ws",
"LM","Legg Mason, Inc.","40.24","3401901189.12","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/lm",
